序号,信号时间,方向,6K极值,入场基准,成交价,基准类型,回调偏移%,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,是否歧义,可能错过MFE%,可能错过R值,可能错过出场,可能错过持仓K数,是否错过大行情,年份
1411,2020-12-31 00:00,做多,28656.9,28656.9,28656.9,回调基准,0.0,766.26,2.674,成交,弱突破,,,2020-12-31 00:00,28806.81,0,0.196,弱突破平仓,否,,0.0,0.0,否,2.51,0.0,止损,4,,2020
1412,2020-12-30 12:00,做多,28359.84,28359.84,28359.84,回退6K极值,,735.29,2.593,成交,弱突破,,,2020-12-30 12:00,28437.38,0,0.105,弱突破平仓,否,,0.0,0.0,否,0.95,-1.0,止损,1,,2020
1413,2020-12-30 08:00,做多,27441.73,27139.79,,回调基准,1.1,723.62,2.666,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1414,2020-12-30 04:00,做多,27188.0,27188.0,27188.0,回调基准,0.0,728.19,2.678,成交,弱突破,,,2020-12-30 04:00,27402.83,0,0.295,弱突破平仓,否,,0.0,0.0,否,8.05,1.624,止损,10,,2020
1415,2020-12-26 20:00,做多,25071.0,25071.0,25071.0,回调基准,0.0,596.23,2.378,成交,确认,24474.77,30586.62,2020-12-27 20:00,26775.2,6,3.305,KAMA跟踪止损,是,26508.83,13.52,2.04,否,,,,,,2020
1416,2020-12-26 08:00,做多,24827.64,24718.0,24718.0,回调基准,0.442,621.66,2.515,成交,弱突破,,,2020-12-26 08:00,24931.98,0,0.344,弱突破平仓,否,,0.0,0.0,否,15.14,3.309,止损,9,是,2020
1417,2020-12-26 04:00,做多,24718.0,24718.0,24718.0,回调基准,0.0,622.77,2.519,成交,弱突破,,,2020-12-26 04:00,24730.0,0,0.019,弱突破平仓,否,,0.0,0.0,否,15.14,3.303,止损,10,是,2020
1418,2020-12-25 16:00,做多,23836.0,23496.0,,回调基准,1.426,582.65,2.48,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1419,2020-12-25 04:00,做多,23637.99,23637.99,23637.99,回调基准,0.0,615.75,2.605,成交,弱突破,,,2020-12-25 04:00,23737.44,0,0.162,弱突破平仓,否,,0.0,0.0,否,20.4,5.095,止损,16,是,2020
1420,2020-12-23 04:00,做多,23670.0,23253.0,,回调基准,1.762,636.09,2.736,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1421,2020-12-22 20:00,做多,23330.0,23330.0,23330.0,回调基准,0.0,657.14,2.817,成交,弱突破,,,2020-12-22 20:00,23364.44,0,0.052,弱突破平仓,否,,0.0,0.0,否,3.26,0.0,止损,5,,2020
1422,2020-12-21 16:00,做空,23076.25,23076.25,23076.25,回调基准,0.0,576.89,2.5,成交,确认,23653.14,20307.1,2020-12-22 12:00,23076.25,5,0.0,KAMA跟踪止损,否,,5.01,-1.1,否,,,,,,2020
1423,2020-12-19 20:00,做多,23256.86,23256.86,23256.86,回调基准,0.0,520.61,2.239,成交,确认,22736.25,28373.37,2020-12-20 12:00,23256.86,4,0.0,KAMA跟踪止损,否,,4.41,-0.67,否,,,,,,2020
1424,2020-12-16 16:00,做多,19549.99,19549.99,19549.99,回调基准,0.0,284.91,1.457,成交,确认,19265.08,23850.99,2020-12-17 16:00,23850.99,6,26.273,止盈,是,20666.5,22.19,0.72,否,,,,,,2020
1425,2020-12-15 08:00,做多,19355.35,19344.48,19344.48,回调基准,0.056,301.51,1.559,成交,弱突破,,,2020-12-15 08:00,19488.76,0,0.479,弱突破平仓,否,,0.0,0.0,否,0.84,-1.0,止损,1,,2020
1426,2020-12-13 00:00,做多,18517.99,18517.99,18517.99,回退6K极值,,335.78,1.813,成交,确认,18182.21,22591.95,2020-12-14 04:00,19019.95,7,0.829,KAMA跟踪止损,是,19243.57,4.94,1.01,否,,,,,,2020
1427,2020-12-12 16:00,做多,18397.98,18397.98,18397.98,回退6K极值,,350.66,1.906,成交,弱突破,,,2020-12-12 16:00,18498.02,0,0.285,弱突破平仓,否,,0.0,0.0,否,5.62,1.774,止损,9,,2020
1428,2020-12-11 16:00,做空,17680.0,17916.0,17916.0,回调基准,1.335,362.12,2.021,成交,确认,18278.12,15766.08,2020-12-12 08:00,17916.0,4,0.0,KAMA跟踪止损,否,,1.71,-2.54,否,,,,,,2020
1429,2020-12-09 12:00,做空,18010.0,18010.0,18010.0,回退6K极值,,348.37,1.934,成交,弱突破,,,2020-12-09 12:00,17923.95,0,0.247,弱突破平仓,否,,0.0,0.0,否,2.0,-1.0,止损,1,,2020
1430,2020-12-09 04:00,做空,18600.51,18941.75,,回调基准,-1.835,328.17,1.733,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1431,2020-12-08 16:00,做空,18908.66,18908.66,18908.66,回调基准,0.0,323.96,1.713,成交,弱突破,,,2020-12-08 16:00,18765.94,0,0.441,弱突破平仓,否,,0.0,0.0,否,6.66,1.181,止损,9,,2020
1432,2020-12-08 00:00,做空,19023.94,19023.94,19023.94,回调基准,0.0,343.61,1.806,成交,弱突破,,,2020-12-08 00:00,18968.0,0,0.163,弱突破平仓,否,,0.0,0.0,否,1.83,-0.371,止损,4,,2020
1433,2020-12-07 04:00,做多,19355.0,19355.0,19355.0,回调基准,0.0,367.08,1.897,成交,弱突破,,,2020-12-07 04:00,19375.02,0,0.055,弱突破平仓,否,,0.0,0.0,否,0.47,-0.656,止损,4,,2020
1434,2020-12-04 16:00,做空,19100.0,19100.0,19100.0,回调基准,0.0,466.97,2.445,成交,确认,19566.97,16808.0,2020-12-05 16:00,19100.0,6,0.0,KAMA跟踪止损,否,,3.09,-0.54,否,,,,,,2020
1435,2020-12-03 20:00,做多,19485.95,19485.95,19485.95,回退6K极值,,507.59,2.605,成交,弱突破,,,2020-12-03 20:00,19560.91,0,0.148,弱突破平仓,否,,0.0,0.0,否,0.79,-0.622,止损,4,,2020
1436,2020-12-03 16:00,做多,19365.0,19365.0,19365.0,回调基准,0.0,513.99,2.654,成交,弱突破,,,2020-12-03 16:00,19420.01,0,0.107,弱突破平仓,否,,0.0,0.0,否,1.42,0.0,止损,4,,2020
1437,2020-11-29 00:00,做多,17525.0,17525.0,17525.0,回退6K极值,,507.53,2.896,成交,确认,17017.47,21380.5,2020-12-01 16:00,19243.07,16,4.702,KAMA跟踪止损,是,18574.47,13.87,-0.01,否,,,,,,2020
1438,2020-11-28 20:00,做多,17274.97,17274.97,17274.97,回退6K极值,,510.81,2.957,成交,弱突破,,,2020-11-28 20:00,17518.56,0,0.477,弱突破平仓,否,,0.0,0.0,否,15.52,3.853,止损,17,是,2020
1439,2020-11-26 08:00,做空,18509.12,18635.01,18635.01,回调基准,0.68,425.11,2.281,成交,确认,19060.12,16398.81,2020-11-26 16:00,16398.81,2,8.195,止盈,是,17646.21,12.47,2.88,否,,,,,,2020
1440,2020-11-24 16:00,做多,18812.65,18812.65,18812.65,回调基准,0.0,397.41,2.112,成交,确认,18415.24,22951.43,2020-11-25 08:00,18812.65,4,0.0,KAMA跟踪止损,否,,3.33,-0.33,否,,,,,,2020
1441,2020-11-22 16:00,做空,18302.08,18302.08,18302.08,回调基准,0.0,385.13,2.104,成交,确认,18687.21,16105.83,2020-11-23 04:00,18687.21,3,-1.0,前3K止损,否,,2.45,-2.27,否,,,,,,2020
1442,2020-11-20 20:00,做多,18438.0,18200.0,18200.0,回调基准,1.291,398.12,2.187,成交,确认,17801.88,22204.0,2020-11-21 20:00,18334.21,6,-0.865,KAMA跟踪止损,是,18812.73,4.32,0.56,否,,,,,,2020
1443,2020-11-20 12:00,做多,18200.0,18200.0,18200.0,回调基准,0.0,400.19,2.199,成交,弱突破,,,2020-11-20 12:00,18223.0,0,0.057,弱突破平仓,否,,0.0,0.0,否,4.32,0.335,止损,8,,2020
1444,2020-11-18 08:00,做多,17890.1,17890.1,17890.1,回退6K极值,,308.14,1.722,成交,确认,17581.96,21825.92,2020-11-18 12:00,17581.96,1,-1.0,前3K止损,否,,3.52,-3.77,否,,,,,,2020
1445,2020-11-18 00:00,做多,17377.36,16882.0,,回调基准,2.851,294.27,1.743,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1446,2020-11-17 20:00,做多,17022.3,16882.0,,回调基准,0.824,285.47,1.691,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1447,2020-11-17 16:00,做多,16882.0,16882.0,16882.0,回调基准,0.0,279.82,1.658,成交,弱突破,,,2020-11-17 16:00,17001.99,0,0.429,弱突破平仓,否,,0.0,0.0,否,9.7,2.085,止损,5,,2020
1448,2020-11-17 00:00,做多,16476.61,16059.4,,回调基准,2.532,276.05,1.719,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1449,2020-11-16 20:00,做多,16390.0,16114.99,,回调基准,1.678,277.65,1.723,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1450,2020-11-16 12:00,做多,16161.23,16161.23,16161.23,回调基准,0.0,278.45,1.723,成交,弱突破,,,2020-11-16 12:00,16230.87,0,0.25,弱突破平仓,否,,0.0,0.0,否,14.6,4.684,止损,12,是,2020
1451,2020-11-14 16:00,做空,15955.6,15955.6,15955.6,回调基准,0.0,305.41,1.914,成交,弱突破,,,2020-11-14 16:00,15916.92,0,0.127,弱突破平仓,否,,0.0,0.0,否,1.6,-0.357,止损,4,,2020
1452,2020-11-13 08:00,做多,16345.0,16345.0,16345.0,回退6K极值,,341.26,2.088,成交,弱突破,,,2020-11-13 08:00,16432.35,0,0.256,弱突破平仓,否,,0.0,0.0,否,0.64,-0.713,止损,4,,2020
1453,2020-11-13 04:00,做多,16208.78,16208.78,16208.78,回退6K极值,,342.59,2.114,成交,弱突破,,,2020-11-13 04:00,16289.02,0,0.234,弱突破平仓,否,,0.0,0.0,否,1.67,0.0,止损,4,,2020
1454,2020-11-12 00:00,做多,15724.39,15724.39,15724.39,回退6K极值,,328.16,2.087,成交,弱突破,,,2020-11-12 00:00,15814.85,0,0.276,弱突破平仓,否,,0.0,0.0,否,2.87,0.0,止损,4,,2020
1455,2020-11-11 16:00,做多,15520.0,15474.17,15474.17,回调基准,0.295,336.16,2.172,成交,弱突破,,,2020-11-11 16:00,15576.66,0,0.305,弱突破平仓,否,,0.0,0.0,否,3.4,0.129,止损,4,,2020
1456,2020-11-09 20:00,做空,15105.0,15105.0,15105.0,回调基准,0.0,361.92,2.396,成交,弱突破,,,2020-11-09 20:00,15006.9,0,0.271,弱突破平仓,否,,0.0,0.0,否,1.87,-1.0,止损,2,,2020
1457,2020-11-09 16:00,做多,15678.0,15678.0,15678.0,回调基准,0.0,342.23,2.183,成交,弱突破,,,2020-11-09 16:00,15807.88,0,0.38,弱突破平仓,否,,0.0,0.0,否,0.87,-1.0,止损,1,,2020
1458,2020-11-08 00:00,做空,15177.0,15177.0,15177.0,回调基准,0.0,330.38,2.177,成交,确认,15507.38,13355.76,2020-11-08 16:00,15177.0,4,0.0,KAMA跟踪止损,否,,5.45,-0.14,否,,,,,,2020
1459,2020-11-05 16:00,做多,14517.0,14517.0,14517.0,回退6K极值,,262.3,1.807,成交,确认,14254.7,17710.74,2020-11-06 16:00,15319.19,6,3.974,KAMA跟踪止损,是,15079.08,10.11,0.61,否,,,,,,2020
1460,2020-11-05 12:00,做多,14372.84,13918.0,,回调基准,3.165,261.25,1.877,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1461,2020-11-05 08:00,做多,14280.0,14038.45,,回调基准,1.692,260.01,1.852,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1462,2020-11-05 00:00,做多,14070.0,14070.0,14070.0,回调基准,0.0,248.53,1.766,成交,弱突破,,,2020-11-05 00:00,14096.63,0,0.107,弱突破平仓,否,,0.0,0.0,否,13.6,5.026,止损,10,是,2020
1463,2020-11-04 04:00,做多,13790.0,13696.99,13696.99,回调基准,0.674,229.1,1.673,成交,确认,13467.89,16710.33,2020-11-04 20:00,13696.99,4,0.0,KAMA跟踪止损,否,,2.49,-1.35,否,,,,,,2020
1464,2020-11-03 20:00,做多,13696.99,13696.99,13696.99,回调基准,0.0,231.24,1.688,成交,弱突破,,,2020-11-03 20:00,13701.33,0,0.019,弱突破平仓,否,,0.0,0.0,否,2.72,0.0,止损,4,,2020
1465,2020-11-02 16:00,做空,13631.0,13650.0,13650.0,回调基准,0.139,228.59,1.675,成交,确认,13878.59,12012.0,2020-11-03 08:00,13574.39,4,0.331,KAMA跟踪止损,否,,3.33,-0.34,否,,,,,,2020
1466,2020-10-31 16:00,做多,13735.0,13735.0,13735.0,回退6K极值,,247.78,1.804,成交,确认,13487.22,16756.7,2020-11-01 08:00,13735.0,4,0.0,KAMA跟踪止损,否,,1.47,-0.78,否,,,,,,2020
1467,2020-10-30 00:00,做多,13475.24,13475.24,13475.24,回退6K极值,,246.14,1.827,成交,弱突破,,,2020-10-30 00:00,13482.02,0,0.028,弱突破平仓,否,,0.0,0.0,否,1.41,-1.0,止损,3,,2020
1468,2020-10-29 20:00,做多,13371.77,13371.77,13371.77,回调基准,0.0,232.24,1.737,成交,弱突破,,,2020-10-29 20:00,13429.04,0,0.247,弱突破平仓,否,,0.0,0.0,否,2.2,0.0,止损,4,,2020
1469,2020-10-28 20:00,做空,13301.0,13308.88,13308.88,回调基准,0.059,227.65,1.71,成交,弱突破,,,2020-10-28 20:00,13208.65,0,0.44,弱突破平仓,否,,0.0,0.0,否,2.35,0.0,止损,4,,2020
1470,2020-10-27 16:00,做多,13240.0,13240.0,13240.0,回调基准,0.0,189.9,1.434,成交,确认,13050.1,16152.8,2020-10-28 16:00,13469.24,6,0.491,KAMA跟踪止损,是,13605.24,4.71,0.46,否,,,,,,2020
1471,2020-10-25 08:00,做多,13177.59,13015.02,,回调基准,1.234,180.17,1.384,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1472,2020-10-24 20:00,做多,13015.3,13015.3,13015.3,回调基准,0.0,183.39,1.409,成交,弱突破,,,2020-10-24 20:00,13103.61,0,0.482,弱突破平仓,否,,0.0,0.0,否,2.72,0.022,止损,4,,2020
1473,2020-10-19 20:00,做多,11543.0,11543.0,11543.0,回调基准,0.0,106.61,0.924,成交,确认,11436.39,14082.46,2020-10-23 08:00,12886.48,21,23.308,KAMA跟踪止损,是,11745.0,14.7,0.98,否,,,,,,2020
1474,2020-10-19 04:00,做多,11489.0,11489.0,11489.0,回退6K极值,,108.13,0.941,成交,弱突破,,,2020-10-19 04:00,11501.1,0,0.112,弱突破平仓,否,,0.0,0.0,否,2.96,-0.136,止损,4,,2020
1475,2020-10-18 12:00,做多,11424.09,11424.09,11424.09,回调基准,0.0,115.14,1.008,成交,弱突破,,,2020-10-18 12:00,11452.44,0,0.246,弱突破平仓,否,,0.0,0.0,否,0.93,0.0,止损,4,,2020
1476,2020-10-16 00:00,做多,11433.18,11433.18,11433.18,回调基准,0.0,125.95,1.102,成交,确认,11307.23,13948.48,2020-10-16 12:00,11307.23,3,-1.0,前3K止损,否,,1.89,-2.26,否,,,,,,2020
1477,2020-10-12 20:00,做多,11450.73,11450.73,11450.73,回调基准,0.0,117.17,1.023,成交,确认,11333.56,13969.89,2020-10-13 12:00,11450.73,4,0.0,KAMA跟踪止损,否,,2.46,-0.34,否,,,,,,2020
1478,2020-10-12 16:00,做空,11278.0,11278.0,11278.0,回调基准,0.0,110.83,0.983,成交,弱突破,,,2020-10-12 16:00,11246.32,0,0.286,弱突破平仓,否,,0.0,0.0,否,0.33,-1.0,止损,1,,2020
1479,2020-10-09 16:00,做多,10958.0,10958.0,10958.0,回调基准,0.0,98.39,0.898,成交,确认,10859.61,13368.76,2020-10-12 04:00,11294.45,15,2.212,KAMA跟踪止损,是,11413.28,4.89,0.48,否,,,,,,2020
1480,2020-10-07 00:00,做空,10613.0,10675.5,10675.5,回调基准,0.589,92.45,0.866,成交,确认,10767.95,9394.44,2020-10-08 20:00,10666.49,11,0.098,KAMA跟踪止损,否,,1.54,-2.65,否,,,,,,2020
1481,2020-10-05 00:00,做多,10648.0,10596.0,10596.0,回调基准,0.488,98.77,0.932,成交,确认,10497.23,12927.12,2020-10-06 12:00,10701.4,9,0.221,KAMA跟踪止损,是,10785.0,1.85,0.12,否,,,,,,2020
1482,2020-10-02 00:00,做空,10676.23,10676.23,10676.23,回调基准,0.0,115.28,1.08,成交,确认,10791.51,9395.08,2020-10-04 12:00,10607.72,15,-0.48,KAMA跟踪止损,是,10483.88,2.86,0.15,否,,,,,,2020
1483,2020-10-01 16:00,做多,10850.0,10850.0,10850.0,回退6K极值,,109.97,1.014,成交,弱突破,,,2020-10-01 16:00,10897.75,0,0.434,弱突破平仓,否,,0.0,0.0,否,0.51,-1.0,止损,1,,2020
1484,2020-09-28 08:00,做多,10793.5,10793.5,10793.5,回调基准,0.0,119.76,1.11,成交,确认,10673.74,13168.07,2020-09-29 04:00,10793.5,5,0.0,KAMA跟踪止损,否,,1.36,-1.54,否,,,,,,2020
1485,2020-09-25 00:00,做多,10542.66,10489.73,,回调基准,0.502,138.87,1.324,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1486,2020-09-24 00:00,做空,10374.12,10444.09,10444.09,回调基准,0.674,127.39,1.22,成交,确认,10571.48,9190.8,2020-09-24 20:00,10444.09,5,-1.619,KAMA跟踪止损,是,10237.91,2.99,-0.94,否,,,,,,2020
1487,2020-09-21 16:00,做空,10751.0,10751.0,10751.0,回调基准,0.0,123.26,1.146,成交,确认,10874.26,9460.88,2020-09-23 04:00,10563.09,9,0.328,KAMA跟踪止损,是,10415.61,4.37,1.07,否,,,,,,2020
1488,2020-09-20 20:00,做空,10890.29,10890.29,10890.29,回调基准,0.0,123.37,1.133,成交,弱突破,,,2020-09-20 20:00,10829.0,0,0.497,弱突破平仓,否,,0.0,0.0,否,1.28,-0.525,止损,4,,2020
1489,2020-09-19 16:00,做多,11035.0,11035.0,11035.0,回调基准,0.0,122.99,1.115,成交,确认,10912.01,13462.7,2020-09-20 08:00,11035.0,4,0.0,KAMA跟踪止损,否,,1.29,-1.31,否,,,,,,2020
1490,2020-09-16 20:00,做多,10937.52,10923.42,10923.42,回调基准,0.129,146.95,1.345,成交,确认,10776.47,13326.57,2020-09-17 12:00,10923.42,4,0.0,KAMA跟踪止损,否,,1.52,-0.78,否,,,,,,2020
1491,2020-09-15 08:00,做多,10746.06,10746.06,10746.06,回退6K极值,,141.15,1.313,成交,弱突破,,,2020-09-15 08:00,10747.59,0,0.011,弱突破平仓,否,,0.0,0.0,否,1.25,-1.0,止损,2,,2020
1492,2020-09-14 20:00,做多,10474.99,10352.68,,回调基准,1.168,138.23,1.335,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1493,2020-09-13 08:00,做多,10477.7,10399.96,,回调基准,0.742,148.84,1.431,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1494,2020-09-13 00:00,做多,10399.96,10399.96,10399.96,回调基准,0.0,154.54,1.486,成交,弱突破,,,2020-09-13 00:00,10458.26,0,0.377,弱突破平仓,否,,0.0,0.0,否,1.73,0.221,止损,4,,2020
1495,2020-09-12 04:00,做多,10380.5,10380.5,10380.5,回调基准,0.0,177.45,1.709,成交,弱突破,,,2020-09-12 04:00,10387.81,0,0.041,弱突破平仓,否,,0.0,0.0,否,0.19,-0.225,止损,4,,2020
1496,2020-09-10 08:00,做多,10346.0,10346.0,10346.0,回退6K极值,,216.6,2.094,成交,弱突破,,,2020-09-10 08:00,10372.36,0,0.122,弱突破平仓,否,,0.0,0.0,否,1.34,0.0,止损,4,,2020
1497,2020-09-08 04:00,做多,10348.97,10348.97,10348.97,回调基准,0.0,230.14,2.224,成交,弱突破,,,2020-09-08 04:00,10378.76,0,0.129,弱突破平仓,否,,0.0,0.0,否,0.92,-1.0,止损,3,,2020
1498,2020-09-07 16:00,做空,10050.01,10125.56,10125.56,回调基准,0.752,235.75,2.328,成交,弱突破,,,2020-09-07 16:00,10031.6,0,0.399,弱突破平仓,否,,0.0,0.0,否,2.43,-1.0,止损,3,,2020
1499,2020-09-06 00:00,做空,9975.85,10306.29,,回调基准,-3.312,255.78,2.482,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1500,2020-09-03 20:00,做空,11189.71,11210.0,11210.0,回调基准,0.181,167.98,1.498,成交,确认,11377.98,9864.8,2020-09-05 00:00,10509.21,7,5.247,KAMA跟踪止损,是,10689.77,11.88,3.66,否,,,,,,2020
1501,2020-09-02 16:00,做空,11730.02,11812.0,,回调基准,-0.699,135.04,1.143,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2020
1502,2020-09-01 12:00,做多,11784.21,11784.21,11784.21,回调基准,0.0,118.6,1.006,成交,确认,11665.61,14376.74,2020-09-02 12:00,11784.21,6,-2.234,KAMA跟踪止损,是,12049.13,2.35,-0.46,否,,,,,,2020
1503,2020-08-31 20:00,做多,11730.0,11730.0,11730.0,回调基准,0.0,118.66,1.012,成交,弱突破,,,2020-08-31 20:00,11748.99,0,0.16,弱突破平仓,否,,0.0,0.0,否,0.25,-1.0,止损,3,,2020
1504,2020-08-31 04:00,做多,11692.63,11656.85,11656.85,回调基准,0.306,120.6,1.035,成交,弱突破,,,2020-08-31 04:00,11714.14,0,0.475,弱突破平仓,否,,0.0,0.0,否,1.09,0.0,止损,6,,2020
1505,2020-08-30 08:00,做多,11582.0,11582.0,11582.0,回调基准,0.0,125.5,1.084,成交,弱突破,,,2020-08-30 08:00,11616.36,0,0.274,弱突破平仓,否,,0.0,0.0,否,1.28,0.0,止损,8,,2020
1506,2020-08-29 12:00,做多,11544.88,11544.88,11544.88,回调基准,0.0,134.65,1.166,成交,弱突破,,,2020-08-29 12:00,11558.99,0,0.105,弱突破平仓,否,,0.0,0.0,否,0.25,-0.144,止损,4,,2020
1507,2020-08-28 00:00,做空,11257.8,11257.8,11257.8,回退6K极值,,147.54,1.311,成交,弱突破,,,2020-08-28 00:00,11251.34,0,0.044,弱突破平仓,否,,0.0,0.0,否,0.23,-1.0,止损,3,,2020
1508,2020-08-25 20:00,做空,11518.92,11518.92,11518.92,回退6K极值,,125.56,1.09,成交,确认,11644.48,10136.65,2020-08-26 20:00,11445.9,6,-0.544,KAMA跟踪止损,是,11304.62,3.38,0.07,否,,,,,,2020
1509,2020-08-25 12:00,做空,11645.71,11645.71,11645.71,回调基准,0.0,123.34,1.059,成交,弱突破,,,2020-08-25 12:00,11594.96,0,0.411,弱突破平仓,否,,0.0,0.0,否,4.43,1.62,止损,8,,2020
1510,2020-08-24 16:00,做多,11780.0,11780.0,11780.0,回退6K极值,,133.73,1.135,成交,弱突破,,,2020-08-24 16:00,11799.0,0,0.142,弱突破平仓,否,,0.0,0.0,否,0.38,-0.2,止损,4,,2020
1511,2020-08-24 12:00,做多,11724.0,11724.0,11724.0,回退6K极值,,133.7,1.14,成交,弱突破,,,2020-08-24 12:00,11761.52,0,0.281,弱突破平仓,否,,0.0,0.0,否,0.92,0.0,止损,4,,2020
1512,2020-08-23 16:00,做空,11550.0,11550.0,11550.0,回调基准,0.0,143.71,1.244,成交,弱突破,,,2020-08-23 16:00,11532.84,0,0.119,弱突破平仓,否,,0.0,0.0,否,0.18,-1.0,止损,2,,2020
1513,2020-08-22 08:00,做空,11491.0,11491.0,11491.0,回退6K极值,,164.89,1.435,成交,弱突破,,,2020-08-22 08:00,11478.46,0,0.076,弱突破平仓,否,,0.0,0.0,否,0.64,-0.582,止损,4,,2020
1514,2020-08-22 04:00,做空,11608.08,11608.08,11608.08,回退6K极值,,161.65,1.393,成交,弱突破,,,2020-08-22 04:00,11538.53,0,0.43,弱突破平仓,否,,0.0,0.0,否,1.92,0.0,止损,4,,2020
1515,2020-08-17 20:00,做多,11947.0,11947.0,11947.0,回调基准,0.0,164.17,1.374,成交,确认,11782.83,14575.34,2020-08-18 20:00,12016.69,6,-1.605,KAMA跟踪止损,是,12349.85,4.62,-1.15,否,,,,,,2020
1516,2020-08-15 08:00,做多,11868.42,11850.0,11850.0,回调基准,0.155,186.59,1.575,成交,弱突破,,,2020-08-15 08:00,11900.97,0,0.273,弱突破平仓,否,,0.0,0.0,否,0.82,0.0,止损,4,,2020
1517,2020-08-14 04:00,做多,11667.96,11667.96,11667.96,回调基准,0.0,200.59,1.719,成交,确认,11467.37,14234.91,2020-08-14 20:00,11667.96,4,0.0,KAMA跟踪止损,否,,1.56,-0.2,否,,,,,,2020
1518,2020-08-11 20:00,做空,11651.0,11712.05,11712.05,回调基准,0.524,195.18,1.666,成交,确认,11907.23,10306.6,2020-08-12 20:00,11548.66,6,0.052,KAMA跟踪止损,是,11395.4,5.0,0.7,否,,,,,,2020
1519,2020-08-10 08:00,做多,11811.0,11811.0,11811.0,回调基准,0.0,176.78,1.497,成交,确认,11634.22,14409.42,2020-08-10 16:00,11634.22,2,-1.0,前3K止损,否,,2.32,-3.61,否,,,,,,2020
1520,2020-08-06 20:00,做多,11813.0,11813.0,11813.0,回调基准,0.0,217.25,1.839,成交,弱突破,,,2020-08-06 20:00,11850.0,0,0.17,弱突破平仓,否,,0.0,0.0,否,0.91,0.0,止损,4,,2020
1521,2020-08-05 16:00,做多,11337.35,11324.56,11324.56,回调基准,0.113,230.77,2.038,成交,确认,11093.79,13815.96,2020-08-06 12:00,11592.42,5,0.816,KAMA跟踪止损,是,11672.0,4.31,0.67,否,,,,,,2020
1522,2020-08-04 16:00,做空,11133.73,11133.73,11133.73,回调基准,0.0,255.99,2.299,成交,弱突破,,,2020-08-04 16:00,11128.36,0,0.021,弱突破平仓,否,,0.0,0.0,否,0.98,-0.259,止损,4,,2020
1523,2020-08-04 00:00,做多,11394.06,11297.98,,回调基准,0.843,270.48,2.394,限价未成交,弱突破,,,,,,,限价未成交,,,,,,,,,,,2020
1524,2020-08-03 20:00,做多,11297.98,11297.98,11297.98,回调基准,0.0,274.76,2.432,成交,弱突破,,,2020-08-03 20:00,11392.33,0,0.343,弱突破平仓,否,,0.0,0.0,否,1.64,-0.099,止损,4,,2020
1525,2020-07-31 20:00,做多,11240.0,11195.52,11195.52,回调基准,0.396,206.41,1.844,成交,确认,10989.11,13658.53,2020-08-02 12:00,11760.25,10,3.191,KAMA跟踪止损,是,11666.32,8.56,-6.3,否,,,,,,2020
1526,2020-07-31 16:00,做多,11195.52,11195.52,11195.52,回调基准,0.0,209.91,1.875,成交,弱突破,,,2020-07-31 16:00,11231.87,0,0.173,弱突破平仓,否,,0.0,0.0,否,8.56,2.69,止损,11,,2020
1527,2020-07-26 16:00,做多,9740.0,9740.0,9740.0,回退6K极值,,75.38,0.774,成交,确认,9664.62,11882.8,2020-07-28 16:00,10634.69,12,20.715,KAMA跟踪止损,是,9967.76,17.95,0.72,否,,,,,,2020
1528,2020-07-26 00:00,做多,9650.0,9650.0,9650.0,回调基准,0.0,74.31,0.77,成交,弱突破,,,2020-07-26 00:00,9674.11,0,0.324,弱突破平仓,否,,0.0,0.0,否,19.05,13.251,止损,16,是,2020
1529,2020-07-23 04:00,做多,9389.94,9389.94,9389.94,回调基准,0.0,59.58,0.635,成交,确认,9330.36,11455.73,2020-07-24 12:00,9500.52,8,1.972,KAMA跟踪止损,是,9493.62,3.07,0.53,否,,,,,,2020
1530,2020-07-21 12:00,做多,9203.83,9194.98,9194.98,回调基准,0.096,50.01,0.544,成交,确认,9144.97,11217.88,2020-07-22 12:00,9297.9,6,1.172,KAMA跟踪止损,是,9342.21,2.66,0.84,否,,,,,,2020
1531,2020-07-20 04:00,做多,9182.45,9182.45,9182.45,回调基准,0.0,51.19,0.557,成交,确认,9131.26,11202.59,2020-07-20 16:00,9131.26,3,-1.0,前3K止损,否,,0.42,-0.56,否,,,,,,2020
